     #v1       v2       v3       v4       v5       v6       v7  v8           v9        z
0.140868 0.087752 0.115851 0.075384 0.176145 0.763560 0.242022 0.0 1.146329e-02 0.145069
0.451050 0.513382 0.627620 0.992205 0.590084 0.396749 0.591453 0.0 3.638161e-01 0.459925
0.598964 0.551145 0.355053 0.155972 0.558138 0.722824 0.557923 1.0 1.172718e-01 0.332780
0.888147 0.203100 0.269697 0.134325 0.701074 0.293469 0.741063 0.0 6.344045e-02 0.284486
0.019043 0.581225 0.749694 0.705404 0.469804 0.452914 0.466709 1.0 5.254509e-01 0.674217
0.418399 0.411074 0.108241 0.062872 0.478224 0.442732 0.496563 0.0 1.064430e-02 0.179949
0.580173 0.106469 0.886565 0.977334 0.652099 0.457172 0.702737 0.0 6.723058e-01 0.679368
0.548495 0.666498 0.668315 0.747836 0.540353 0.555309 0.526442 0.0 4.239655e-01 0.489535
0.512207 0.251860 0.414791 0.084703 0.424901 0.383338 0.464785 1.0 1.514103e-01 0.306358
0.725412 0.068576 0.275015 0.033026 0.455332 0.549510 0.517606 0.0 6.426094e-02 0.240908
0.770816 0.397818 0.256582 0.105564 0.362354 0.225809 0.385092 0.0 5.957175e-02 0.287258
0.338915 0.906281 0.539075 0.948292 0.359145 0.670809 0.320341 0.0 2.875440e-01 0.508685
0.477625 0.364071 0.347838 0.086888 0.306680 0.700907 0.336599 1.0 1.087648e-01 0.298660
0.571625 0.799769 0.360054 0.108757 0.562976 0.388535 0.531731 1.0 1.259963e-01 0.370444
0.213651 0.511429 0.784917 0.884929 0.245359 0.500381 0.256813 0.0 5.687763e-01 0.543425
0.095145 0.412248 0.873256 0.780854 0.373862 0.257996 0.395710 1.0 6.913164e-01 0.630274
0.302553 0.113082 0.737726 0.745187 0.461709 0.381328 0.518228 0.0 4.661514e-01 0.505877
0.843569 0.073555 0.335015 0.145693 0.515675 0.330594 0.576934 0.0 9.543461e-02 0.271201
0.149753 0.367069 0.083034 0.080140 0.093225 0.286124 0.126654 0.0 6.218083e-03 0.249959
0.434816 0.536879 0.262404 0.080242 0.395778 0.527352 0.401393 0.0 6.390840e-02 0.261893
0.109169 0.695764 0.070113 0.058417 0.661333 0.600741 0.638256 0.0 4.707911e-03 0.229015
0.498897 0.011288 0.786037 0.672756 0.575376 0.817400 0.641605 0.0 5.186603e-01 0.496935
0.564622 0.752483 0.827849 0.910328 0.542050 0.519045 0.516653 1.0 6.603447e-01 0.682971
0.642204 0.982572 0.557300 0.970455 0.475957 0.207280 0.423097 0.0 3.112772e-01 0.506432
0.831032 0.668848 0.994332 0.841198 0.681595 0.272689 0.662779 1.0 9.387455e-01 0.859472
0.716096 0.911353 0.068280 0.070026 0.469028 0.216405 0.425241 1.0 4.634478e-03 0.312820
0.505202 0.705349 0.109191 0.034572 0.379415 0.382416 0.362228 0.0 1.142050e-02 0.249117
0.683368 0.767256 0.806763 0.984185 0.627476 0.599682 0.595990 0.0 6.287501e-01 0.607816
0.656201 0.948703 0.033719 0.146217 0.707161 0.497123 0.652054 0.0 1.142359e-03 0.240964
0.356540 0.014795 0.047660 0.016690 0.394175 0.695728 0.464931 0.0 1.919230e-03 0.100000
0.352205 0.371531 0.282499 0.092217 0.445635 0.290270 0.469474 0.0 7.185493e-02 0.285692
0.690727 0.063738 0.752017 0.876565 0.780470 0.433718 0.833222 0.0 4.797107e-01 0.496277
0.982504 0.854962 0.508027 0.667730 0.374842 0.458798 0.340314 1.0 2.531654e-01 0.494171
0.604893 0.966534 0.210661 0.114931 0.703914 0.217762 0.646254 0.0 4.439654e-02 0.300914
0.670697 0.729874 0.540942 0.778230 0.410984 0.221854 0.392715 0.0 2.808936e-01 0.429300
0.002524 0.157353 0.272014 0.116786 0.416720 0.680237 0.468324 0.0 6.396722e-02 0.221948
0.604573 0.332068 0.441469 0.021405 0.537315 0.753851 0.563783 0.0 1.741235e-01 0.303066
0.561120 0.076741 0.393564 0.108179 0.300931 0.548539 0.364541 1.0 1.317719e-01 0.316176
0.962373 0.697399 0.402123 0.053275 0.662017 0.413626 0.639157 1.0 1.543737e-01 0.368349
0.872131 0.969998 0.009664 0.103869 0.422057 0.625405 0.372442 0.0 9.620117e-05 0.215564
0.846381 0.252270 0.577527 0.843309 0.512096 0.573624 0.550439 1.0 2.934868e-01 0.465428
0.628026 0.950408 0.027088 0.027103 0.616631 0.515620 0.563041 0.0 7.390034e-04 0.285311
0.863374 0.687983 0.369262 0.140099 0.601617 0.466897 0.581694 1.0 1.299672e-01 0.369651
0.472226 0.819993 0.010724 0.018996 0.437175 0.231245 0.406562 1.0 1.151362e-04 0.279721
0.551665 0.998598 0.207654 0.123710 0.404017 0.904847 0.350273 1.0 4.337087e-02 0.357064
0.975856 0.403770 0.128795 0.123459 0.324777 0.356253 0.346895 0.0 1.504379e-02 0.247858
0.973869 0.106641 0.490194 0.009781 0.589242 0.684847 0.644195 0.0 2.055954e-01 0.328640
0.270399 0.934495 0.875057 0.962843 0.496581 0.700131 0.449864 0.0 7.611256e-01 0.702393
0.481402 0.771409 0.636863 0.710740 0.436035 0.445677 0.411228 1.0 3.921320e-01 0.514062
0.434815 0.283742 0.823061 0.916578 0.803473 0.593313 0.830534 0.0 5.995635e-01 0.653881
0.964661 0.347716 0.847427 0.924537 0.826981 0.460041 0.844184 1.0 6.432738e-01 0.668588
0.828551 0.208757 0.269645 0.142297 0.478986 0.374347 0.521642 0.0 6.348486e-02 0.210935
0.190720 0.025300 0.011834 0.084461 0.548943 0.093935 0.615292 1.0 1.207630e-04 0.218810
0.554814 0.086730 0.430868 0.136403 0.313674 0.497548 0.378405 0.0 1.582361e-01 0.226206
0.838821 0.715910 0.959936 0.813837 0.410808 0.443875 0.392984 0.0 8.821924e-01 0.756487
0.135307 0.192858 0.483645 0.126314 0.555579 0.522167 0.597807 1.0 2.035176e-01 0.353666
0.146572 0.026902 0.626136 0.750016 0.705622 0.532044 0.764676 0.0 3.301611e-01 0.405441
0.590203 0.168619 0.007161 0.024852 0.413953 0.200239 0.463824 0.0 4.620012e-05 0.161119
0.361984 0.157671 0.043962 0.115007 0.674025 0.620826 0.717881 0.0 1.680287e-03 0.145007
0.006780 0.880632 0.279004 0.099557 0.591893 0.413510 0.548145 1.0 7.672856e-02 0.334967
0.976199 0.552357 0.623191 0.733901 0.617144 0.548995 0.613359 1.0 3.612349e-01 0.497714
0.662399 0.262314 0.561388 0.739626 0.761699 0.736943 0.791574 1.0 2.778470e-01 0.468577
0.080487 0.584157 0.530492 0.865989 0.685220 0.556475 0.676938 0.0 2.632816e-01 0.421822
0.339073 0.589471 0.837572 0.970579 0.774575 0.386992 0.762627 1.0 6.567985e-01 0.776744
0.886147 0.688322 0.888671 0.816200 0.329080 0.359870 0.315301 1.0 7.524387e-01 0.714013
0.407294 0.230114 0.357690 0.007991 0.120937 0.538212 0.171478 0.0 1.121397e-01 0.306320
0.972764 0.252423 0.528020 0.809494 0.414245 0.348490 0.455663 0.0 2.453457e-01 0.390715
0.893693 0.371368 0.756298 0.796512 0.647642 0.585837 0.666227 0.0 5.146486e-01 0.546414
0.852407 0.357669 0.806038 0.916766 0.344406 0.570581 0.371722 0.0 5.830652e-01 0.583563
0.327209 0.344765 0.147930 0.156553 0.338012 0.692015 0.367941 0.0 1.962342e-02 0.253535
0.451350 0.237512 0.385871 0.096635 0.292288 0.680414 0.336922 1.0 1.306825e-01 0.338015
0.311928 0.461224 0.788898 0.801590 0.408043 0.595559 0.423082 1.0 5.693274e-01 0.624720
0.662390 0.080836 0.272259 0.148109 0.441037 0.374590 0.501923 0.0 6.313207e-02 0.210557
0.450807 0.271999 0.518274 0.691644 0.446868 0.205647 0.483824 0.0 2.372554e-01 0.367195
0.732978 0.517208 0.548745 0.781032 0.437412 0.633903 0.442899 0.0 2.783299e-01 0.418707
0.165223 0.006557 0.596228 0.686331 0.306852 0.471955 0.379081 0.0 2.981699e-01 0.381185
0.329482 0.330503 0.530922 0.880819 0.614291 0.589457 0.637824 0.0 2.517347e-01 0.401363
0.520766 0.571058 0.468297 0.061428 0.348764 0.378448 0.349865 0.0 2.046997e-01 0.340276
0.777010 0.749331 0.677107 0.814979 0.589577 0.496193 0.563685 0.0 4.415503e-01 0.562495
0.178211 0.990970 0.510138 0.709467 0.631069 0.533602 0.572680 0.0 2.612010e-01 0.481726
0.229801 0.757554 0.691201 0.739612 0.656348 0.464506 0.626579 0.0 4.607765e-01 0.540452
0.536275 0.954467 0.358330 0.006731 0.431158 0.477934 0.383705 0.0 1.281208e-01 0.354476
0.645837 0.054867 0.668321 0.699478 0.474558 0.270205 0.536458 0.0 3.782291e-01 0.447570
0.060488 0.097071 0.968147 0.830040 0.587598 0.515778 0.643363 1.0 8.002330e-01 0.696243
0.714942 0.492009 0.934926 0.954076 0.541205 0.610846 0.549293 0.0 8.040622e-01 0.729927
0.832569 0.842910 0.114404 0.132037 0.110106 0.079676 0.084407 0.0 1.283750e-02 0.242066
0.542962 0.333197 0.207836 0.048073 0.475887 0.359408 0.504967 0.0 3.862940e-02 0.175358
0.271444 0.093567 0.993669 0.968088 0.377718 0.297550 0.438346 1.0 8.423949e-01 0.746729
0.418009 0.579301 0.328039 0.007184 0.511348 0.499982 0.508171 0.0 1.006198e-01 0.297187
0.633074 0.665284 0.029565 0.009091 0.509169 0.427860 0.494488 0.0 8.374092e-04 0.279119
0.193621 0.940497 0.897805 0.689411 0.440813 0.433991 0.393886 1.0 8.020147e-01 0.798698
0.636422 0.629408 0.751885 0.701456 0.784574 0.139036 0.767613 0.0 5.330877e-01 0.584296
0.672728 0.531435 0.350838 0.123314 0.434665 0.497340 0.439773 0.0 1.140986e-01 0.327251
0.709012 0.187511 0.610323 0.851660 0.707645 0.468665 0.746790 0.0 3.237171e-01 0.429874
0.830435 0.983560 0.745561 0.983603 0.388273 0.254532 0.336720 0.0 5.571207e-01 0.641723
0.574830 0.413345 0.191825 0.115339 0.649791 0.505493 0.664479 0.0 3.340492e-02 0.265934
0.483688 0.926780 0.453958 0.108633 0.383313 0.342411 0.340638 0.0 2.046377e-01 0.369268
0.769097 0.719420 0.108754 0.096238 0.445005 0.734033 0.424642 0.0 1.135737e-02 0.195934
0.878763 0.459587 0.095792 0.157081 0.337867 0.419230 0.354932 0.0 8.414293e-03 0.186831
0.524110 0.881507 0.044239 0.059555 0.581353 0.533198 0.538797 0.0 1.940144e-03 0.224234
0.249483 0.098943 0.124863 0.063774 0.404490 0.748419 0.462925 0.0 1.334285e-02 0.254414
0.139200 0.652700 0.619412 0.756872 0.373264 0.387652 0.363801 0.0 3.633154e-01 0.453178
0.854143 0.443532 0.828275 0.957012 0.069912 0.445449 0.093708 1.0 6.255365e-01 0.733068
0.529711 0.916417 0.427423 0.044259 0.534661 0.549444 0.489875 0.0 1.811039e-01 0.374449
0.102286 0.920056 0.371277 0.081830 0.403716 0.336947 0.360433 0.0 1.367476e-01 0.323596
0.571056 0.401316 0.693137 0.937958 0.566427 0.519447 0.585184 1.0 4.347035e-01 0.536165
0.993797 0.551486 0.528345 0.812685 0.548265 0.496205 0.547149 0.0 2.596278e-01 0.419089
0.781815 0.597613 0.908130 0.996446 0.819532 0.602525 0.805240 0.0 7.732210e-01 0.674101
0.930813 0.767078 0.233246 0.056725 0.315767 0.740195 0.294397 1.0 5.260057e-02 0.304879
0.832151 0.359402 0.220273 0.108789 0.656971 0.487744 0.677501 0.0 4.360040e-02 0.243470
0.838149 0.760968 0.509065 0.971919 0.538801 0.460761 0.511357 1.0 2.501214e-01 0.463670
0.168210 0.291613 0.961690 0.955964 0.577947 0.408780 0.607764 1.0 8.197203e-01 0.774608
0.270457 0.145004 0.727373 0.869816 0.726551 0.177048 0.771578 1.0 4.559900e-01 0.514760
0.495639 0.378231 0.767948 0.736164 0.403073 0.440555 0.428899 0.0 5.313008e-01 0.581307
0.403494 0.822623 0.686655 0.688581 0.631314 0.892097 0.593509 0.0 4.598742e-01 0.605445
0.285769 0.524708 0.063628 0.122830 0.644588 0.405254 0.644224 0.0 3.762475e-03 0.239306
0.891811 0.522483 0.242772 0.138847 0.495379 0.246681 0.498290 0.0 5.456637e-02 0.295823
0.156082 0.937885 0.051170 0.096001 0.595892 0.388947 0.546756 0.0 2.618191e-03 0.248913
0.671636 0.821102 0.166636 0.150374 0.307109 0.245972 0.280030 0.0 2.711242e-02 0.316682
0.254870 0.792763 0.499316 0.026860 0.343171 0.361618 0.318616 0.0 2.419635e-01 0.372782
0.991912 0.598198 0.154077 0.045323 0.647489 0.302036 0.637169 1.0 2.229541e-02 0.244710
0.216924 0.429114 0.440212 0.041712 0.740432 0.331509 0.749011 1.0 1.762838e-01 0.367133
0.035597 0.477547 0.752364 0.940031 0.255722 0.477873 0.271283 0.0 5.193736e-01 0.511511
0.372345 0.746241 0.895115 0.763431 0.595655 0.330020 0.568777 0.0 7.711581e-01 0.670268
0.585374 0.693354 0.944009 0.706374 0.394260 0.104723 0.379158 1.0 8.497992e-01 0.837351
0.708001 0.512008 0.792857 0.699686 0.442367 0.502326 0.450172 0.0 5.803996e-01 0.609843
0.610795 0.044157 0.258475 0.151450 0.205296 0.438262 0.277560 0.0 5.649418e-02 0.238195
0.291498 0.776503 0.397027 0.107613 0.602671 0.306500 0.572728 1.0 1.525755e-01 0.387155
0.636779 0.660669 0.069843 0.138957 0.396850 0.508533 0.387503 0.0 4.643029e-03 0.282628
0.222490 0.743309 0.464913 0.115040 0.488870 0.503192 0.466968 0.0 2.079884e-01 0.358942
0.985248 0.418051 0.920369 0.902796 0.463668 0.361910 0.482323 0.0 7.687342e-01 0.665594
0.571283 0.598183 0.176958 0.056868 0.420133 0.563651 0.416952 0.0 2.940163e-02 0.202116
0.278625 0.119454 0.018898 0.032198 0.380627 0.179285 0.437383 0.0 3.109063e-04 0.149282
0.088940 0.122611 0.408496 0.024420 0.475568 0.204345 0.531745 1.0 1.432387e-01 0.317363
0.127837 0.842780 0.944029 0.855833 0.681082 0.417323 0.639908 0.0 8.721304e-01 0.774305
0.887376 0.965075 0.404141 0.141266 0.054066 0.584749 0.013687 0.0 1.632492e-01 0.349300
0.846217 0.645406 0.635310 0.996089 0.505063 0.506908 0.494716 0.0 3.817072e-01 0.525640
0.317570 0.036961 0.913953 0.814665 0.339986 0.333758 0.408418 0.0 7.047586e-01 0.660189
0.486792 0.777174 0.246829 0.027910 0.367801 0.443430 0.343159 0.0 5.900420e-02 0.227519
0.486493 0.815189 0.197000 0.139688 0.876092 0.524158 0.831914 1.0 3.784443e-02 0.350698
0.266347 0.018758 0.104950 0.059916 0.315208 0.351433 0.385962 0.0 9.282418e-03 0.240252
0.627497 0.501526 0.738156 0.696696 0.401523 0.256952 0.410243 0.0 5.021343e-01 0.500797
0.666000 0.849709 0.892914 0.890601 0.536784 0.391298 0.499725 0.0 7.811824e-01 0.760813
0.826656 0.867857 0.702143 0.674919 0.466320 0.424524 0.428325 1.0 4.845831e-01 0.561120
0.246772 0.967354 0.642255 0.861315 0.391914 0.524351 0.342966 0.0 4.123338e-01 0.555627
0.836196 0.726856 0.136945 0.136990 0.283765 0.376540 0.269066 0.0 1.802181e-02 0.261742
0.027946 0.427239 0.505472 0.856442 0.389932 0.673505 0.409960 1.0 2.323251e-01 0.443924
0.478927 0.940474 0.850561 0.782412 0.443752 0.607290 0.396539 0.0 7.198398e-01 0.715783
0.956048 0.671923 0.815668 0.770445 0.483398 0.288367 0.467723 1.0 6.320848e-01 0.758732
0.549475 0.065473 0.203403 0.059819 0.546277 0.230736 0.606039 0.0 3.514359e-02 0.234936
0.632214 0.048518 0.085380 0.015961 0.620340 0.361976 0.679347 0.0 6.183754e-03 0.192444
0.321631 0.856009 0.210402 0.162119 0.759011 0.840228 0.715633 0.0 4.346736e-02 0.289636
0.203954 0.370586 0.983556 0.680221 0.512555 0.451639 0.535303 1.0 8.702052e-01 0.752970
0.893389 0.383302 0.245122 0.161371 0.454745 0.454915 0.476607 0.0 5.422578e-02 0.221445
0.934637 0.632446 0.836163 0.914863 0.447907 0.319980 0.440164 1.0 6.596217e-01 0.652355
0.232789 0.313895 0.255686 0.086563 0.707614 0.429168 0.730954 1.0 5.823698e-02 0.302759
0.328805 0.010408 0.489992 0.104991 0.536002 0.446123 0.603681 0.0 2.015569e-01 0.277805
0.713772 0.406836 0.855264 0.717594 0.352951 0.482989 0.374876 1.0 6.624658e-01 0.703039
0.844899 0.568831 0.399902 0.056295 0.735900 0.684411 0.726769 0.0 1.492297e-01 0.287935
0.826074 0.566906 0.590773 0.711330 0.524511 0.412894 0.522538 0.0 3.254892e-01 0.439366
0.552276 0.465696 0.586500 0.860251 0.401850 0.489751 0.414277 0.0 3.149688e-01 0.446157
0.580619 0.965789 0.082020 0.122138 0.658423 0.644793 0.602178 1.0 6.743908e-03 0.322613
0.725929 0.627047 0.769121 0.860675 0.533865 0.689631 0.524574 1.0 5.575689e-01 0.587915
0.271986 0.197791 0.268890 0.043248 0.413900 0.361585 0.459476 0.0 6.299721e-02 0.228098
0.605270 0.975980 0.667284 0.804355 0.388171 0.673919 0.337061 0.0 4.457331e-01 0.539902
0.771118 0.435359 0.267833 0.124896 0.462401 0.714994 0.479022 0.0 6.535834e-02 0.277905
0.240366 0.007199 0.228073 0.110794 0.459965 0.570967 0.528193 1.0 4.367036e-02 0.216900
0.352116 0.833965 0.019237 0.158524 0.396166 0.550182 0.363166 1.0 3.670000e-04 0.327038
0.247757 0.029849 0.242342 0.068705 0.653283 0.469013 0.713940 0.0 4.952479e-02 0.235520
0.719559 0.136371 0.597505 0.797255 0.546700 0.327114 0.599235 0.0 3.072089e-01 0.409012
0.007385 0.392052 0.627283 0.901812 0.454510 0.333697 0.475027 0.0 3.554314e-01 0.492175
0.944925 0.582112 0.294875 0.088549 0.344645 0.981471 0.344919 0.0 8.135254e-02 0.282449
0.467921 0.449148 0.287626 0.016185 0.374940 0.365947 0.390495 1.0 7.556122e-02 0.272012
0.857721 0.217796 0.344708 0.098836 0.418282 0.669607 0.461874 1.0 1.039050e-01 0.322080
0.555494 0.483816 0.066266 0.093387 0.434331 0.571696 0.444619 1.0 4.049968e-03 0.251214
0.102124 0.516435 0.365831 0.025952 0.624077 0.538550 0.625191 0.0 1.237186e-01 0.273554
0.948696 0.731912 0.634572 0.859208 0.486791 0.422076 0.464233 0.0 3.866536e-01 0.559844
0.734499 0.343141 0.883767 0.800041 0.461439 0.477824 0.490018 0.0 6.990194e-01 0.620124
0.987960 0.141400 0.740959 0.891632 0.617191 0.614221 0.666280 0.0 4.728480e-01 0.542735
0.223411 0.735648 0.682901 0.778996 0.497597 0.778947 0.474424 1.0 4.480683e-01 0.610422
0.712004 0.478751 0.183701 0.160717 0.519853 0.450339 0.528177 1.0 3.100760e-02 0.248849
0.635332 0.599762 0.029431 0.071410 0.312789 0.574414 0.311384 0.0 8.202925e-04 0.207090
0.239207 0.976238 0.078422 0.069564 0.453208 0.445222 0.402234 1.0 6.177082e-03 0.330272
0.011828 0.840127 0.842246 0.832497 0.508135 0.676278 0.471448 0.0 6.939186e-01 0.649235
0.109298 0.481943 0.115192 0.158363 0.565541 0.311428 0.571821 0.0 1.221108e-02 0.181032
0.237520 0.570496 0.475919 0.028151 0.475591 0.258130 0.475348 1.0 2.113943e-01 0.386359
0.584961 0.535707 0.201154 0.030629 0.663563 0.027626 0.661764 0.0 3.756039e-02 0.260426
0.586106 0.864545 0.967993 0.978743 0.591439 0.437570 0.548940 1.0 9.203791e-01 0.876847
0.450249 0.853155 0.297295 0.075805 0.499733 0.515116 0.460757 0.0 8.670609e-02 0.315852
0.355116 0.237202 0.508073 0.671141 0.503156 0.546303 0.541331 0.0 2.265057e-01 0.365497
0.057443 0.296955 0.383654 0.109018 0.362808 0.402462 0.399133 0.0 1.306512e-01 0.266534
0.929437 0.903315 0.954669 0.965176 0.517298 0.458259 0.472011 0.0 9.011359e-01 0.822358
0.975139 0.246445 0.456699 0.000717 0.592333 0.474213 0.628134 0.0 1.833503e-01 0.318597
0.440813 0.166103 0.251263 0.112020 0.498934 0.353125 0.548348 1.0 5.467720e-02 0.306040
0.882291 0.262811 0.465276 0.031758 0.288113 0.268678 0.330706 0.0 1.908924e-01 0.311857
0.045991 0.841006 0.435885 0.126043 0.591254 0.762774 0.552999 0.0 1.859435e-01 0.351474
0.859933 0.426903 0.450246 0.027802 0.564266 0.482611 0.579032 0.0 1.843338e-01 0.297719
0.075267 0.881594 0.714426 0.717350 0.441529 0.165916 0.401468 0.0 5.028564e-01 0.619658
0.228710 0.314281 0.998233 0.967719 0.538186 0.238149 0.565707 0.0 8.869716e-01 0.711044
0.410106 0.878038 0.771690 0.898803 0.457389 0.431875 0.419002 0.0 5.863264e-01 0.627467
0.720185 0.661241 0.101346 0.104195 0.453872 0.297426 0.442632 1.0 9.764410e-03 0.325674
0.743081 0.690491 0.209482 0.064399 0.603295 0.629947 0.584978 1.0 4.187118e-02 0.305264
0.580908 0.345122 0.174302 0.134944 0.774444 0.528279 0.793042 1.0 2.723766e-02 0.296943
0.122701 0.987693 0.812673 0.833171 0.356116 0.435258 0.306303 0.0 6.623699e-01 0.632126
0.016355 0.024121 0.391404 0.019083 0.424403 0.684264 0.491849 1.0 1.289799e-01 0.253646
0.775855 0.987833 0.315585 0.131586 0.400773 0.414033 0.347877 1.0 9.994427e-02 0.374573
0.434786 0.360634 0.389871 0.139952 0.417038 0.709055 0.444929 1.0 1.365390e-01 0.327376
0.816199 0.976455 0.534315 0.769340 0.828924 0.280554 0.766212 1.0 2.858446e-01 0.563181
0.457950 0.868868 0.514941 0.759609 0.026184 0.604246 0.000488 0.0 2.607193e-01 0.445406
0.226514 0.032693 0.443525 0.135084 0.713145 0.303336 0.773523 0.0 1.658854e-01 0.271901
0.581757 0.857586 0.616510 0.745077 0.760860 0.466367 0.717349 0.0 3.729602e-01 0.545747
0.895013 0.729808 0.445966 0.068500 0.576517 0.467953 0.551209 0.0 1.909367e-01 0.368435
0.426504 0.008861 0.192573 0.117720 0.552550 0.540472 0.619070 1.0 3.115153e-02 0.288339
0.884124 0.851024 0.765832 0.737415 0.059728 0.530504 0.033475 0.0 5.748071e-01 0.600735
0.473780 0.255843 0.378297 0.136899 0.343702 0.613262 0.386673 0.0 1.260436e-01 0.267422
0.053870 0.041114 0.915506 0.937864 0.805517 0.317821 0.860049 1.0 7.077382e-01 0.687817
0.546846 0.461512 0.772861 0.668486 0.693599 0.182831 0.700350 0.0 5.464494e-01 0.525460
0.741774 0.216512 0.629205 0.752312 0.532884 0.174577 0.574080 1.0 3.459746e-01 0.460142
0.011685 0.135380 0.366169 0.091653 0.441137 0.599526 0.495872 1.0 1.153893e-01 0.258079
0.386596 0.427368 0.639705 0.893273 0.368328 0.401200 0.387756 0.0 3.720641e-01 0.459157
0.022768 0.580425 0.635516 0.747829 0.622849 0.140670 0.617368 1.0 3.775594e-01 0.516167
0.754154 0.894194 0.783904 0.875456 0.625626 0.205773 0.579314 0.0 6.066913e-01 0.640385
0.004106 0.974851 0.795532 0.884959 0.255869 0.273114 0.210635 0.0 6.333668e-01 0.731863
0.621497 0.935990 0.169351 0.016779 0.774835 0.415339 0.719957 0.0 2.855455e-02 0.304931
0.214677 0.088142 0.710119 0.810475 0.534387 0.750113 0.590997 0.0 4.298174e-01 0.489273
0.660708 0.545657 0.559787 0.918228 0.504979 0.075310 0.507347 1.0 2.911334e-01 0.500415
0.020955 0.477196 0.463356 0.158373 0.428272 0.639139 0.438966 1.0 1.970297e-01 0.380265
0.984275 0.101339 0.600820 0.691581 0.526059 0.318496 0.581622 1.0 3.085083e-01 0.454696
0.893664 0.726739 0.958162 0.896387 0.575193 0.434715 0.550657 0.0 8.805992e-01 0.776655
0.801143 0.621101 0.844389 0.706223 0.451362 0.504000 0.444173 0.0 6.713074e-01 0.622588
0.523668 0.942766 0.241462 0.132031 0.294620 0.180385 0.252860 0.0 5.808584e-02 0.273658
0.872857 0.100208 0.547395 0.925410 0.197990 0.561996 0.264395 0.0 2.560378e-01 0.383541
0.656459 0.360628 0.266155 0.081743 0.510643 0.484882 0.535041 0.0 6.365567e-02 0.294378
0.538235 0.624949 0.324075 0.125964 0.455570 0.221774 0.446881 0.0 9.900716e-02 0.312394
0.662431 0.632789 0.587601 0.778592 0.491412 0.790737 0.480520 0.0 3.258130e-01 0.451409
0.262352 0.342525 0.079849 0.060247 0.302111 0.527478 0.332656 1.0 5.724756e-03 0.209257
0.555055 0.673231 0.496857 0.117893 0.732664 0.408897 0.710362 0.0 2.346454e-01 0.374009
0.252798 0.677298 0.736236 0.828083 0.543506 0.571744 0.527299 1.0 5.154791e-01 0.613476
0.002278 0.679277 0.055934 0.077606 0.472841 0.578955 0.458683 0.0 2.990789e-03 0.230346
0.363760 0.466545 0.817727 0.979791 0.465347 0.773462 0.478212 0.0 6.122854e-01 0.562928
0.026157 0.934501 0.938263 0.858627 0.513407 0.450667 0.466778 0.0 8.750301e-01 0.820169
0.319089 0.332728 0.057834 0.003358 0.619711 0.954117 0.645192 0.0 3.001846e-03 0.196932
0.415192 0.708408 0.167211 0.021298 0.329656 0.303500 0.313638 0.0 2.677128e-02 0.259743
0.815542 0.875845 0.802033 0.831536 0.291380 0.455347 0.258059 0.0 6.330956e-01 0.644000
0.533173 0.344454 0.517891 0.944947 0.784863 0.211966 0.802617 0.0 2.401591e-01 0.403001
0.105052 0.495820 0.847111 0.956601 0.552552 0.508873 0.557390 0.0 6.605892e-01 0.652180
0.244902 0.488833 0.652281 0.837732 0.599081 0.348274 0.605861 0.0 3.912125e-01 0.496043
0.651637 0.742897 0.351762 0.097005 0.581659 0.741126 0.555971 0.0 1.190835e-01 0.333695
0.489491 0.758337 0.745298 0.959484 0.297547 0.515826 0.278483 1.0 5.357807e-01 0.602516
0.894711 0.719243 0.908347 0.836613 0.272318 0.496951 0.258432 0.0 7.903919e-01 0.791437
0.000000 0.321433 0.244732 0.136002 0.767857 0.968506 0.788809 0.0 5.343245e-02 0.265840
0.409517 0.262834 0.876755 0.684514 0.625929 0.377414 0.659019 0.0 6.776381e-01 0.638992
0.631095 0.758985 0.175851 0.116564 0.617931 0.694146 0.590488 0.0 2.986909e-02 0.268235
0.553894 0.408141 0.680206 0.686652 0.507248 0.388812 0.526306 0.0 4.191670e-01 0.455781
0.402090 0.626604 0.112621 0.070377 0.583183 0.607348 0.573075 0.0 1.198064e-02 0.222241
0.326802 0.585911 0.179372 0.053275 0.342611 0.504366 0.342185 1.0 3.014236e-02 0.280920
0.282192 0.701661 0.553193 0.773670 0.525980 0.542484 0.505470 0.0 2.923122e-01 0.474049
0.264339 0.185392 0.556732 0.870041 0.479104 0.463366 0.524851 0.0 2.692660e-01 0.397658
0.525409 0.618240 0.636694 0.709324 0.252769 0.220496 0.251431 0.0 3.815279e-01 0.526552
0.446126 0.653502 0.469630 0.142407 0.310196 0.653406 0.303033 0.0 2.089117e-01 0.354379
0.859896 0.034070 0.337689 0.124360 0.485601 0.278190 0.550582 0.0 9.620900e-02 0.233219
0.348093 0.386194 0.603701 0.724400 0.265429 0.383667 0.293560 1.0 3.288585e-01 0.518132
0.704998 0.605451 0.232907 0.105520 0.140436 0.200858 0.143102 0.0 5.097839e-02 0.208897
0.899388 0.624153 0.365869 0.143793 0.585801 0.679312 0.576257 0.0 1.261597e-01 0.270319
0.845369 0.691557 0.952640 0.976642 0.440149 0.662492 0.423967 1.0 8.651351e-01 0.825259
0.642164 0.487441 0.203407 0.091377 0.592093 0.445989 0.597852 1.0 3.807109e-02 0.324147
0.259042 0.607371 0.869472 0.893915 0.537721 0.485667 0.529272 0.0 7.100369e-01 0.751115
0.189700 0.364149 0.343565 0.152543 0.314916 0.118147 0.343403 0.0 1.061117e-01 0.279732
